description
ryuuji takasu is a gentle high school student with a love for housework but in contrast to his kind nature he has an intimidating face that often gets him labeled as a delinquent on the other hand is taiga aisaka a small dolllike student who is anything but a cute and fragile girl equipped with a wooden katana and feisty personality taiga is known throughout the school as the palmtop tiger one day an embarrassing mistake causes the two students to cross paths ryuuji discovers that taiga actually has a sweet side she has a crush on the popular vice president yuusaku kitamura who happens to be his best friend but things only get crazier when ryuuji reveals that he has a crush on minori kushieda—taigas best friend toradora is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes forming an unlikely alliance in the process written by mal rewrite
kousei arima is a child prodigy known as the human metronome for playing the piano with precision and perfection guided by a strict mother and rigorous training kousei dominates every competition he enters earning the admiration of his musical peers and praise from audiences when his mother suddenly passes away the subsequent trauma makes him unable to hear the sound of a piano and he never takes the stage thereafter nowadays kousei lives a quiet and unassuming life as a junior high school student alongside his friends tsubaki sawabe and ryouta watari while struggling to get over his mothers death he continues to cling to music his monochrome life turns upside down the day he encounters the eccentric violinist kaori miyazono who thrusts him back into the spotlight as her accompanist through a little lie these two young musicians grow closer together as kaori tries to fill kouseis world with color written by mal rewrite
in times of need if you look in the right place you just may see a strange telephone number scrawled in red if you call this number you will hear a young man introduce himself as the yato god yato is a minor deity and a selfproclaimed delivery god who dreams of having millions of worshippers without a single shrine dedicated to his name however his goals are far from being realized he spends his days doing odd jobs for five yen apiece until his weapon partner becomes fed up with her useless master and deserts him just as things seem to be looking grim for the god his fortune changes when a middle school girl hiyori iki supposedly saves yato from a car accident taking the hit for him remarkably she survives but the event has caused her soul to become loose and hence able to leave her body hiyori demands that yato return her to normal but upon learning that he needs a new partner to do so reluctantly agrees to help him find one and with hiyoris help yatos luck may finally be turning around written by mal rewrite
when subaru natsuki leaves the convenience store the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world things are not looking good for the bewildered teenager however not long after his arrival he is attacked by some thugs armed with only a bag of groceries and a now useless cell phone he is quickly beaten to a pulp fortunately a mysterious beauty named satella in hot pursuit after the one who stole her insignia happens upon subaru and saves him in order to thank the honest and kindhearted girl subaru offers to help in her search and later that night he even finds the whereabouts of that which she seeks but unbeknownst to them a much darker force stalks the pair from the shadows and just minutes after locating the insignia subaru and satella are brutally murdered however subaru immediately reawakens to a familiar scene—confronted by the same group of thugs meeting satella all over again—the enigma deepens as history inexplicably repeats itself written by mal rewrite
idly indulging in baseless paranormal activities with the occult club high schooler yuuji itadori spends his days at either the clubroom or the hospital where he visits his bedridden grandfather however this leisurely lifestyle soon takes a turn for the strange when he unknowingly encounters a cursed item triggering a chain of supernatural occurrences yuuji finds himself suddenly thrust into the world of curses—dreadful beings formed from human malice and negativity—after swallowing the said item revealed to be a finger belonging to the demon sukuna ryoumen the king of curses yuuji experiences firsthand the threat these curses pose to society as he discovers his own newfound powers introduced to the tokyo metropolitan jujutsu technical high school he begins to walk down a path from which he cannot return—the path of a jujutsu sorcerer written by mal rewrite
gol d roger was known as the pirate king the strongest and most infamous being to have sailed the grand line the capture and execution of roger by the world government brought a change throughout the world his last words before his death revealed the existence of the greatest treasure in the world one piece it was this revelation that brought about the grand age of pirates men who dreamed of finding one piece—which promises an unlimited amount of riches and fame—and quite possibly the pinnacle of glory and the title of the pirate king enter monkey d luffy a 17yearold boy who defies your standard definition of a pirate rather than the popular persona of a wicked hardened toothless pirate ransacking villages for fun luffys reason for being a pirate is one of pure wonder the thought of an exciting adventure that leads him to intriguing people and ultimately the promised treasure following in the footsteps of his childhood hero luffy and his crew travel across the grand line experiencing crazy adventures unveiling dark mysteries and battling strong enemies all in order to reach the most coveted of all fortunes—one piece written by mal rewrite
as summer arrives for the students at ua academy each of these superheroesintraining puts in their best efforts to become renowned heroes they head off to a forest training camp run by uas pro heroes where the students face one another in battle and go through dangerous tests improving their abilities and pushing past their limits however their school trip is suddenly turned upside down when the league of villains arrives invading the camp with a mission to capture one of the students boku no hero academia 3rd season follows izuku deku midoriya an ambitious student training to achieve his dream of becoming a hero similar to his role model—all might being one of the students caught up amidst the chaos of the villain attack deku must take a stand with his classmates and fight for their survival written by mal rewrite
death is one of many mysteries that has left humanity in the dark since the dawn of time however the burning question of what happens to the soul after one dies is soon answered to 17yearold yuzuru otonashi waking up with no previous memories in a dimension between life and death he discovers the unsettling truth of the afterlife taking the form of a high school this bizarre dimension is designated to shelter those who died unwanted deaths feeling wronged by god during their earthly lives the schools residents have decided to form the afterlife battlefront—a rebellious faction determined to oppose their godlike student council president kanade angel tachibana the groups leader yuri nakamura recruits otonashi in their fight against angel in order to take control of their own lives however questioning the morality behind their actions otonashi takes a step behind the enemy lines to understand the opposing side of their common fate written by mal rewrite
seeking to restore humanitys diminishing hope the survey corps embark on a mission to retake wall maria where the battle against the merciless titans takes the stage once again returning to the tattered shiganshina district that was once his home eren yeager and the corps find the town oddly unoccupied by titans even after the outer gate is plugged they strangely encounter no opposition the mission progresses smoothly until armin arlert highly suspicious of the enemys absence discovers distressing signs of a potential scheme against them shingeki no kyojin season 3 part 2 follows eren as he vows to take back everything that was once his alongside him the survey corps strive—through countless sacrifices—to carve a path towards victory and uncover the secrets locked away in the yeager familys basement written by mal rewrite
night raid is the covert assassination branch of the revolutionary army an uprising assembled to overthrow prime minister honest whose avarice and greed for power has led him to take advantage of the child emperors inexperience without a strong and benevolent leader the rest of the nation is left to drown in poverty strife and ruin though the night raid members are all experienced killers they understand that taking lives is far from commendable and that they will likely face retribution as they mercilessly eliminate anyone who stands in the revolutions way this merry band of assassins newest member is tatsumi a naïve boy from a remote village who had embarked on a journey to help his impoverished hometown and was won over by not only night raids ideals but also their resolve akame ga kill follows tatsumi as he fights the empire and comes facetoface with powerful weapons enemy assassins challenges to his own morals and values and ultimately what it truly means to be an assassin with a cause written by mal rewrite
in a world similar to the european middle ages the feared yet revered holy knights of britannia use immensely powerful magic to protect the region of britannia and its kingdoms however a small subset of the knights supposedly betrayed their homeland and turned their blades against their comrades in an attempt to overthrow the ruler of liones they were defeated by the holy knights but rumors continued to persist that these legendary knights called the seven deadly sins were still alive ten years later the holy knights themselves staged a coup d’état and thus became the new tyrannical rulers of the kingdom of liones based on the bestselling manga series of the same name nanatsu no taizai follows the adventures of elizabeth the third princess of the kingdom of liones and her search for the seven deadly sins with their help she endeavors to not only take back her kingdom from the holy knights but to also seek justice in an unjust world written by mal rewrite
when tragedy is about to strike satoru fujinuma finds himself sent back several minutes before the accident occurs the detached 29yearold manga artist has taken advantage of this powerful yet mysterious phenomenon which he calls revival to save many lives however when he is wrongfully accused of murdering someone close to him satoru is sent back to the past once again but this time to 1988 18 years in the past soon he realizes that the murder may be connected to the abduction and killing of one of his classmates the solitary and mysterious kayo hinazuki that took place when he was a child this is his chance to make things right boku dake ga inai machi follows satoru in his mission to uncover what truly transpired 18 years ago and prevent the death of his classmate while protecting those he cares about in the present written by mal rewrite
yukiteru amano is a shy middle schooler who regularly keeps track of what he does in his daily life by writing down all of his activities on his phone—a digital diary despite having no friends at school yukiteru is frequently seen talking to his supposedly imaginary friends deus ex machina the god of time and space and deus servant mur mur one day yukiteru wakes up and discovers that certain events of his day are preemptively displayed on his cellphone while initially dismissing it as a coincidence he slowly realizes that the incidents written in his phone actually take place in the near future after spending the day benefiting from this new asset yukiteru learns that his classmate yuno gasai possesses a similar diary as the two team up to defeat an odd pursuer and head back to their respective homes deus ex machina explains that they—alongside 10 other contestants—have been drawn into a survival game whose victor will become the deitys successor with no other options yukiteru and yuno must use their cellphones—now called future diaries—to survive this unforgiving battle royale written by mal rewrite
a year after escaping sword art online kazuto kirigaya has been settling back into the real world however his peace is shortlived as a new incident occurs in a game called gun gale online where a player by the name of death gun appears to be killing people in the real world by shooting them ingame approached by officials to assist in investigating the murders kazuto assumes his persona of kirito once again and logs into gun gale online intent on stopping the killer once inside kirito meets sinon a highly skilled sniper afflicted by a traumatic past she is soon dragged in his chase after death gun and together they enter the bullet of bullets a tournament where their target is sure to appear uncertain of death guns real powers kirito and sinon race to stop him before he has the chance to claim another life not everything goes smoothly however as scars from the past impede their progress in a highstakes game where the next victim could easily be one of them kirito puts his life on the line in the virtual world once more written by mal rewrite
tucked in the mountains near the elite kunugigaoka middle school lies a small derelict building that houses the delinquents and dropouts of class 3e looked down upon by their peers the students in this class appear to have little hope in advancing their academic careers that is until the national government tasks them with eliminating the greatest threat to their planet their new teacher having already destroyed the moon the octopuslike professor—dubbed korosensei—has now threatened to destroy the earth by march of the following year in light of their mission the students have found that killing him is easier said than done not only can korosensei move at speeds of up to mach 20 but he can also resist almost every earthly weapon ironically he also proves to be one of the best teachers class 3e has ever had training the class to excel in both their studies as students and skills as assassins korosensei is confident that his students ingenuity and indomitable will could return them to the main campus through trial and error nagisa shiota as well as the other students of class 3e must figure out korosenseis weaknesses—and fast for the very fate of the world depends upon it written by mal rewrite
eighthgrader shigeo mob kageyama has tapped into his inner wellspring of psychic prowess at a young age but the power quickly proves to be a liability when he realizes the potential danger in his skills choosing to suppress his power mobs only present use for his ability is to impress his longtime crush tsubomi who soon grows bored of the same tricks in order to effectuate control on his skills mob enlists himself under the wing of arataka reigen a con artist claiming to be a psychic who exploits mobs powers for pocket change now exorcising evil spirits on command has become a part of mobs daily monotonous life however the psychic energy he exerts is barely the tip of the iceberg if his vast potential and unrestrained emotions run berserk a cataclysmic event that would render him completely unrecognizable will be triggered the progression toward mobs explosion is rising and attempting to stop it is futile written by mal rewrite
humans and demons are two sides of the same coin as are assiah and gehenna their respective worlds the only way to travel between the realms is by the means of possession like in ghost stories however satan the ruler of gehenna cannot find a suitable host to possess and therefore remains imprisoned in his world in a desperate attempt to conquer assiah he sends his son instead intending for him to eventually grow into a vessel capable of possession by the demon king ao no exorcist follows rin okumura who appears to be an ordinary somewhat troublesome teenager—that is until one day he is ambushed by demons his world turns upside down when he discovers that he is in fact the very son of satan and that his demon father wishes for him to return so they can conquer assiah together not wanting to join the king of gehenna rin decides to begin training to become an exorcist so that he can fight to defend assiah alongside his brother yukio written by mal rewrite
ever since having witnessed the little giant and his astonishing skills on the volleyball court shouyou hinata has been bewitched by the dynamic nature of the sport even though his attempt to make his debut as a volleyball regular during a middle school tournament went up in flames he longs to prove that his lessthanimpressive height ceases to be a hindrance in the face of his sheer will and perseverance when hinata enrolls in karasuno high school the little giants alma mater he believes that he is one step closer to his goal of becoming a professional volleyball player although the school only retains a shadow of its former glory hinatas conviction isnt shaken until he learns that tobio kageyama—the prodigy who humiliated hinatas middle school volleyball team in a crushing defeat—is now his teammate to fulfill his desire of leaving a mark on the realm of volleyball—so often regarded as the domain of the tall and the strong—hinata must smooth out his differences with kageyama only when hinata learns what it takes to be a part of a team will he be able to join the race to the top in earnest written by mal rewrite
after dying a laughable and pathetic death on his way back from buying a game high school student and recluse kazuma satou finds himself sitting before a beautiful but obnoxious goddess named aqua she provides the neet with two options continue on to heaven or reincarnate in every gamers dream—a real fantasy world choosing to start a new life kazuma is quickly tasked with defeating a demon king who is terrorizing villages but before he goes he can choose one item of any kind to aid him in his quest and the future hero selects aqua but kazuma has made a grave mistake—aqua is completely useless unfortunately their troubles dont end here it turns out that living in such a world is far different from how it plays out in a game instead of going on a thrilling adventure the duo must first work to pay for their living expenses indeed their misfortunes have only just begun written by mal rewrite
surrounded by a forest and a gated entrance the grace field house is inhabited by orphans happily living together as one big family looked after by their mama isabella although they are required to take tests daily the children are free to spend their time as they see fit usually playing outside as long as they do not venture too far from the orphanage—a rule they are expected to follow no matter what however all good times must come to an end as every few months a child is adopted and sent to live with their new family never to be heard from again however the three oldest siblings have their suspicions about what is actually happening at the orphanage and they are about to discover the cruel fate that awaits the children living at grace field including the twisted nature of their beloved mama written by mal rewrite
ichigo kurosaki is an ordinary high schooler—until his family is attacked by a hollow a corrupt spirit that seeks to devour human souls it is then that he meets a soul reaper named rukia kuchiki who gets injured while protecting ichigos family from the assailant to save his family ichigo accepts rukias offer of taking her powers and becomes a soul reaper as a result however as rukia is unable to regain her powers ichigo is given the daunting task of hunting down the hollows that plague their town however he is not alone in his fight as he is later joined by his friends—classmates orihime inoue yasutora sado and uryuu ishida—who each have their own unique abilities as ichigo and his comrades get used to their new duties and support each other on and off the battlefield the young soul reaper soon learns that the hollows are not the only real threat to the human world written by mal rewrite
all of a sudden they arrived parasitic aliens that descended upon earth and quickly infiltrated humanity by burrowing into the brains of vulnerable targets these insatiable beings acquire full control of their host and are able to morph into a variety of forms in order to feed on unsuspecting prey sixteenyearold high school student shinichi izumi falls victim to one of these parasites but it fails to take over his brain ending up in his right hand instead unable to relocate the parasite now named migi has no choice but to rely on shinichi in order to stay alive thus the pair is forced into an uneasy coexistence and must defend themselves from hostile parasites that hope to eradicate this new threat to their species written by mal rewrite
gabi braun and falco grice have been training their entire lives to inherit one of the seven titans under marleys control and aid their nation in eradicating the eldians on paradis however just as all seems well for the two cadets their peace is suddenly shaken by the arrival of eren yeager and the remaining members of the survey corps having finally reached the yeager family basement and learned about the dark history surrounding the titans the survey corps has at long last found the answer they so desperately fought to uncover with the truth now in their hands the group set out for the world beyond the walls in shingeki no kyojin the final season two utterly different worlds collide as each party pursues its own agenda in the longawaited conclusion to paradis fight for freedom written by mal rewrite
crime is timeless by the year 2071 humanity has expanded across the galaxy filling the surface of other planets with settlements like those on earth these new societies are plagued by murder drug use and theft and intergalactic outlaws are hunted by a growing number of tough bounty hunters spike spiegel and jet black pursue criminals throughout space to make a humble living beneath his goofy and aloof demeanor spike is haunted by the weight of his violent past meanwhile jet manages his own troubled memories while taking care of spike and the bebop their ship the duo is joined by the beautiful con artist faye valentine odd child edward wong hau pepelu tivrusky iv and ein a bioengineered welsh corgi while developing bonds and working to catch a colorful cast of criminals the bebop crews lives are disrupted by a menace from spikes past as a rivals maniacal plot continues to unravel spike must choose between life with his newfound family or revenge for his old wounds written by mal rewrite
stubborn spoiled and naïve 10yearold chihiro ogino is less than pleased when she and her parents discover an abandoned amusement park on the way to their new house cautiously venturing inside she realizes that there is more to this place than meets the eye as strange things begin to happen once dusk falls ghostly apparitions and food that turns her parents into pigs are just the start—chihiro has unwittingly crossed over into the spirit world now trapped she must summon the courage to live and work amongst spirits with the help of the enigmatic haku and the cast of unique characters she meets along the way vivid and intriguing sen to chihiro no kamikakushi tells the story of chihiros journey through an unfamiliar world as she strives to save her parents and return home written by mal rewrite
ken kaneki has finally come to accept the monstrous fleshcraving part of himself that he has feared and despised for so long after escaping captivity and torture kaneki joins aogiri tree—the very militant ghoul organization that had abducted him leading his friends to question his true motive and loyalty as tension between the government and the ghouls continues to rise the commission of counter ghoul the governments specialized antighoul agency has intensified their efforts to completely purge tokyo of ghouls this threatens the transient peace of kanekis friends and former comrades—the ghouls at the anteiku coffee shop aware of the dangerous situation kaneki faces several battles that puts his precious fleeting humanity on the line written by mal rewrite
in the enchanted kingdom of fiore the lively lucy heartfilia has one wish to join the renowned fairy tail—one of the many magical wizard guilds scattered around the continent luckily a chance encounter with natsu dragneel the salamander of fairy tail whisks her into the legendary guild from natsus rivalrous antics with ice wizard gray fullbuster to the frightening presence of the unmatched combat goddess erza scarlet fairy tails powerful mages have a slight penchant for trouble through all the lucrative odd jobs and adventures to save the world from destruction lies an absolute and unyielding trust stronger than family that has formed between each guild member teaming up with natsu gray and erza lucy finds herself amidst the guilds most misfit wizards but as they constantly stand in the eye of every danger there is one name that never ceases to resurface zeref the feared master of dark magic written by mal rewrite
one year has passed since the black rebellion a failed uprising against the holy britannian empire led by the masked vigilante zero who is now missing at a loss without their revolutionary leader area 11s resistance group—the black knights—find themselves too powerless to combat the brutality inflicted upon the elevens by britannia which has increased significantly in order to crush any hope of a future revolt lelouch lamperouge having lost all memory of his double life is living peacefully alongside his friends as a high school student at ashford academy his former partner cc unable to accept this turn of events takes it upon herself to remind him of his past purpose hoping that the mastermind zero will rise once again to finish what he started in this thrilling conclusion to the series written by mal rewrite
