Episodes,Status,Ratings,Scores,Rank,Popularity,Members,Favorites,titles,Genre,Studio
12,Finished Airing,PG-13 - Teens 13 or older,7.36,2200,267,630294,1748,Nisekoi:,Romance,Shaft
12,Finished Airing,PG-13 - Teens 13 or older,7.13,3365,268,626789,4273,Himouto! Umaru-chan,Comedy,DogaKobo
12,Finished Airing,R - 17+ (violence & profanity),7.83,835,269,626177,7017,91 Days,Action,Shuka
12,Finished Airing,R - 17+ (violence & profanity),7.83,835,269,626177,7017,91 Days,Drama,Shuka
26,Finished Airing,PG-13 - Teens 13 or older,8.17,361,270,624996,13594,K-On!!,Comedy,KyotoAnimation
12,Finished Airing,PG-13 - Teens 13 or older,6.89,4432,271,621617,2357,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Comedy,Ajia-Do
12,Finished Airing,PG-13 - Teens 13 or older,6.89,4432,271,621617,2357,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Fantasy,Ajia-Do
12,Finished Airing,PG-13 - Teens 13 or older,6.89,4432,271,621617,2357,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Ecchi,Ajia-Do
26,Finished Airing,R+ - Mild Nudity,7.75,989,272,617683,7846,Claymore,Action,Madhouse
26,Finished Airing,R+ - Mild Nudity,7.75,989,272,617683,7846,Claymore,Adventure,Madhouse
26,Finished Airing,R+ - Mild Nudity,7.75,989,272,617683,7846,Claymore,Fantasy,Madhouse
26,Finished Airing,R+ - Mild Nudity,7.75,989,272,617683,7846,Claymore,Supernatural,Madhouse
13,Finished Airing,R - 17+ (violence & profanity),7.38,2123,273,615161,4995,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",Action,SILVERLINK.
13,Finished Airing,R - 17+ (violence & profanity),7.38,2123,273,615161,4995,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",Fantasy,SILVERLINK.
24,Finished Airing,PG-13 - Teens 13 or older,7.79,905,274,613626,2408,Enen no Shouboutai: Ni no Shou,Action,DavidProduction
24,Finished Airing,PG-13 - Teens 13 or older,7.79,905,274,613626,2408,Enen no Shouboutai: Ni no Shou,Supernatural,DavidProduction
26,Finished Airing,R - 17+ (violence & profanity),8.77,36,275,612981,22372,Monogatari Series: Second Season,Comedy,Shaft
26,Finished Airing,R - 17+ (violence & profanity),8.77,36,275,612981,22372,Monogatari Series: Second Season,Mystery,Shaft
26,Finished Airing,R - 17+ (violence & profanity),8.77,36,275,612981,22372,Monogatari Series: Second Season,Romance,Shaft
26,Finished Airing,R - 17+ (violence & profanity),8.77,36,275,612981,22372,Monogatari Series: Second Season,Supernatural,Shaft
12,Finished Airing,R+ - Mild Nudity,5.55,10768,276,610847,2988,School Days,Drama,TNK
12,Finished Airing,R+ - Mild Nudity,5.55,10768,276,610847,2988,School Days,Romance,TNK
22,Finished Airing,PG-13 - Teens 13 or older,8.39,168,277,608764,14263,3-gatsu no Lion,Drama,Shaft
22,Finished Airing,PG-13 - Teens 13 or older,8.39,168,277,608764,14263,3-gatsu no Lion,SliceofLife,Shaft
12,Finished Airing,PG-13 - Teens 13 or older,8.38,179,278,608690,12600,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,Comedy,feel.
12,Finished Airing,PG-13 - Teens 13 or older,8.38,179,278,608690,12600,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,Romance,feel.
12,Finished Airing,R+ - Mild Nudity,7.18,3097,279,608377,5926,Kuzu no Honkai,Drama,Lerche
12,Finished Airing,R+ - Mild Nudity,7.18,3097,279,608377,5926,Kuzu no Honkai,Romance,Lerche
12,Finished Airing,R+ - Mild Nudity,6.73,5168,280,604805,1875,Shinmai Maou no Testament,Action,ProductionIMS
12,Finished Airing,R+ - Mild Nudity,6.73,5168,280,604805,1875,Shinmai Maou no Testament,Fantasy,ProductionIMS
12,Finished Airing,R+ - Mild Nudity,6.73,5168,280,604805,1875,Shinmai Maou no Testament,Romance,ProductionIMS
12,Finished Airing,R+ - Mild Nudity,6.73,5168,280,604805,1875,Shinmai Maou no Testament,Ecchi,ProductionIMS
12,Finished Airing,R - 17+ (violence & profanity),8.74,40,281,604445,14439,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Drama,StudioBind
12,Finished Airing,R - 17+ (violence & profanity),8.74,40,281,604445,14439,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Fantasy,StudioBind
12,Finished Airing,R - 17+ (violence & profanity),8.74,40,281,604445,14439,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Ecchi,StudioBind
24,Finished Airing,PG-13 - Teens 13 or older,7.74,1011,282,602249,11191,Lucky☆Star,Comedy,KyotoAnimation
112,Finished Airing,PG-13 - Teens 13 or older,8.45,136,283,602020,19937,Yuu☆Yuu☆Hakusho,Action,Pierrot
112,Finished Airing,PG-13 - Teens 13 or older,8.45,136,283,602020,19937,Yuu☆Yuu☆Hakusho,Comedy,Pierrot
112,Finished Airing,PG-13 - Teens 13 or older,8.45,136,283,602020,19937,Yuu☆Yuu☆Hakusho,Supernatural,Pierrot
12,Finished Airing,PG-13 - Teens 13 or older,8.39,169,284,600990,12015,Barakamon,SliceofLife,KinemaCitrus
24,Finished Airing,PG-13 - Teens 13 or older,7.91,685,285,599645,4572,Ore Monogatari!!,Comedy,Madhouse
24,Finished Airing,PG-13 - Teens 13 or older,7.91,685,285,599645,4572,Ore Monogatari!!,Romance,Madhouse
11,Finished Airing,R - 17+ (violence & profanity),7.4,2051,286,597959,1370,Psycho-Pass 2,Action,TatsunokoProduction
11,Finished Airing,R - 17+ (violence & profanity),7.4,2051,286,597959,1370,Psycho-Pass 2,Sci-Fi,TatsunokoProduction
11,Finished Airing,R - 17+ (violence & profanity),7.4,2051,286,597959,1370,Psycho-Pass 2,Suspense,TatsunokoProduction
12,Finished Airing,PG-13 - Teens 13 or older,6.84,4624,287,597912,2124,Gakusen Toshi Asterisk,Action,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,6.84,4624,287,597912,2124,Gakusen Toshi Asterisk,Comedy,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,6.84,4624,287,597912,2124,Gakusen Toshi Asterisk,Fantasy,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,6.84,4624,287,597912,2124,Gakusen Toshi Asterisk,Romance,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,6.84,4624,287,597912,2124,Gakusen Toshi Asterisk,Sci-Fi,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,6.84,4624,287,597912,2124,Gakusen Toshi Asterisk,Supernatural,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,6.84,4624,287,597912,2124,Gakusen Toshi Asterisk,Ecchi,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,7.0,3972,288,596938,4974,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,Comedy,SILVERLINK.
13,Finished Airing,PG-13 - Teens 13 or older,7.48,1728,289,596046,2476,Amagi Brilliant Park,Comedy,KyotoAnimation
13,Finished Airing,PG-13 - Teens 13 or older,7.48,1728,289,596046,2476,Amagi Brilliant Park,Drama,KyotoAnimation
13,Finished Airing,PG-13 - Teens 13 or older,7.48,1728,289,596046,2476,Amagi Brilliant Park,Fantasy,KyotoAnimation
13,Finished Airing,PG-13 - Teens 13 or older,7.43,1915,290,595364,4557,Sukitte Ii na yo.,Drama,Zexcs
13,Finished Airing,PG-13 - Teens 13 or older,7.43,1915,290,595364,4557,Sukitte Ii na yo.,Romance,Zexcs
13,Finished Airing,PG-13 - Teens 13 or older,7.54,1538,291,594983,5477,Baka to Test to Shoukanjuu,Comedy,SILVERLINK.
13,Finished Airing,PG-13 - Teens 13 or older,7.54,1538,291,594983,5477,Baka to Test to Shoukanjuu,Romance,SILVERLINK.
12,Finished Airing,PG-13 - Teens 13 or older,7.77,945,293,594842,6684,Akagami no Shirayuki-hime,Drama,Bones
12,Finished Airing,PG-13 - Teens 13 or older,7.77,945,293,594842,6684,Akagami no Shirayuki-hime,Fantasy,Bones
12,Finished Airing,PG-13 - Teens 13 or older,7.77,945,293,594842,6684,Akagami no Shirayuki-hime,Romance,Bones
12,Finished Airing,PG-13 - Teens 13 or older,7.3,2471,292,594908,2877,Blend S,Comedy,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,7.92,682,294,591985,8866,Tonikaku Kawaii,Comedy,SevenArcs
12,Finished Airing,PG-13 - Teens 13 or older,7.92,682,294,591985,8866,Tonikaku Kawaii,Romance,SevenArcs
1,Finished Airing,PG-13 - Teens 13 or older,8.62,71,295,590304,9155,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Drama,CloverWorks
1,Finished Airing,PG-13 - Teens 13 or older,8.62,71,295,590304,9155,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Romance,CloverWorks
1,Finished Airing,PG-13 - Teens 13 or older,8.62,71,295,590304,9155,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Supernatural,CloverWorks
24,Finished Airing,R+ - Mild Nudity,7.06,3686,296,590043,2180,Strike the Blood,Action,SILVERLINK.
24,Finished Airing,R+ - Mild Nudity,7.06,3686,296,590043,2180,Strike the Blood,Action,Connect
24,Finished Airing,R+ - Mild Nudity,7.06,3686,296,590043,2180,Strike the Blood,Fantasy,SILVERLINK.
24,Finished Airing,R+ - Mild Nudity,7.06,3686,296,590043,2180,Strike the Blood,Fantasy,Connect
24,Finished Airing,R+ - Mild Nudity,7.06,3686,296,590043,2180,Strike the Blood,Supernatural,SILVERLINK.
24,Finished Airing,R+ - Mild Nudity,7.06,3686,296,590043,2180,Strike the Blood,Supernatural,Connect
24,Finished Airing,R+ - Mild Nudity,7.06,3686,296,590043,2180,Strike the Blood,Ecchi,SILVERLINK.
24,Finished Airing,R+ - Mild Nudity,7.06,3686,296,590043,2180,Strike the Blood,Ecchi,Connect
12,Finished Airing,PG-13 - Teens 13 or older,6.65,5611,297,589333,2208,IS: Infinite Stratos,Action,8bit
12,Finished Airing,PG-13 - Teens 13 or older,6.65,5611,297,589333,2208,IS: Infinite Stratos,Comedy,8bit
12,Finished Airing,PG-13 - Teens 13 or older,6.65,5611,297,589333,2208,IS: Infinite Stratos,Sci-Fi,8bit
12,Finished Airing,PG-13 - Teens 13 or older,6.65,5611,297,589333,2208,IS: Infinite Stratos,Ecchi,8bit
12,Finished Airing,R - 17+ (violence & profanity),7.37,2179,298,587721,3058,Kore wa Zombie Desu ka?,Action,StudioDeen
12,Finished Airing,R - 17+ (violence & profanity),7.37,2179,298,587721,3058,Kore wa Zombie Desu ka?,Comedy,StudioDeen
12,Finished Airing,R - 17+ (violence & profanity),7.37,2179,298,587721,3058,Kore wa Zombie Desu ka?,Supernatural,StudioDeen
12,Finished Airing,R - 17+ (violence & profanity),7.37,2179,298,587721,3058,Kore wa Zombie Desu ka?,Ecchi,StudioDeen
12,Finished Airing,PG-13 - Teens 13 or older,7.49,1699,299,587356,4012,Saenai Heroine no Sodatekata,Comedy,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,7.49,1699,299,587356,4012,Saenai Heroine no Sodatekata,Romance,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,7.49,1699,299,587356,4012,Saenai Heroine no Sodatekata,Ecchi,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,6.79,4876,300,585748,2047,Gamers!,Comedy,PineJam
12,Finished Airing,PG-13 - Teens 13 or older,6.79,4876,300,585748,2047,Gamers!,Romance,PineJam
