id,Title,Score,Days,Mean Score,Watching,Completed,On Hold,Dropped,Plan to Watch,Total Entries,Rewatched,Episodes
12,Hellsing Ultimate,8.0,46.5,7.42,2.0,83.0,0.0,2.0,19.0,106.0,0.0,2780.0
13,Hellsing Ultimate,8.0,28.0,7.72,0.0,136.0,6.0,1.0,79.0,222.0,0.0,1798.0
14,Hellsing Ultimate,8.0,35.9,7.85,4.0,91.0,5.0,1.0,30.0,131.0,0.0,2074.0
15,Hellsing Ultimate,8.0,44.1,8.3,0.0,137.0,3.0,1.0,204.0,345.0,0.0,2608.0
16,Hellsing Ultimate,8.0,25.6,7.61,4.0,90.0,0.0,0.0,42.0,136.0,2.0,1463.0
17,Hellsing Ultimate,8.0,6.3,8.42,4.0,18.0,5.0,2.0,8.0,37.0,0.0,358.0
18,Hellsing Ultimate,8.0,17.2,7.73,6.0,84.0,1.0,9.0,130.0,230.0,0.0,996.0
19,Hellsing Ultimate,8.0,34.9,8.77,0.0,55.0,0.0,2.0,0.0,57.0,0.0,2106.0
20,Hellsing Ultimate,8.0,50.3,7.7,3.0,71.0,4.0,8.0,3.0,89.0,0.0,2987.0
21,Hellsing Ultimate,8.0,38.5,7.64,1.0,64.0,0.0,1.0,1.0,67.0,0.0,2345.0
22,Hellsing Ultimate,8.0,52.2,6.69,17.0,144.0,6.0,14.0,94.0,275.0,0.0,3239.0
0,"Kanojo, Okarishimasu",10.0,12.3,9.41,1.0,52.0,0.0,0.0,10.0,63.0,0.0,753.0
1,"Kanojo, Okarishimasu",10.0,6.7,9.38,0.0,49.0,0.0,1.0,0.0,50.0,0.0,426.0
2,"Kanojo, Okarishimasu",10.0,23.4,8.19,3.0,14.0,0.0,0.0,0.0,17.0,0.0,1407.0
3,"Kanojo, Okarishimasu",10.0,68.5,7.2,4.0,223.0,5.0,14.0,9.0,255.0,0.0,4054.0
4,"Kanojo, Okarishimasu",10.0,16.5,8.72,2.0,52.0,0.0,0.0,12.0,66.0,0.0,1000.0
5,"Kanojo, Okarishimasu",10.0,43.5,7.95,11.0,63.0,0.0,0.0,24.0,98.0,0.0,3079.0
6,"Kanojo, Okarishimasu",10.0,4.7,9.4,3.0,20.0,0.0,0.0,2.0,25.0,0.0,274.0
7,"Kanojo, Okarishimasu",10.0,13.1,6.61,4.0,60.0,0.0,6.0,0.0,70.0,0.0,785.0
8,"Kanojo, Okarishimasu",10.0,32.6,7.81,12.0,100.0,4.0,2.0,11.0,129.0,0.0,2013.0
9,"Kanojo, Okarishimasu",10.0,58.0,8.26,279.0,5.0,0.0,0.0,0.0,284.0,0.0,3664.0
10,"Kanojo, Okarishimasu",10.0,19.5,8.17,0.0,30.0,0.0,0.0,1.0,31.0,0.0,1185.0
11,"Kanojo, Okarishimasu",10.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
12,"Kanojo, Okarishimasu",10.0,9.6,7.5,3.0,40.0,1.0,1.0,3.0,48.0,0.0,586.0
13,"Kanojo, Okarishimasu",10.0,55.9,7.32,3.0,142.0,0.0,0.0,0.0,145.0,0.0,3374.0
14,"Kanojo, Okarishimasu",10.0,31.7,8.63,2.0,54.0,0.0,0.0,0.0,56.0,0.0,1907.0
15,"Kanojo, Okarishimasu",10.0,19.1,7.87,1.0,90.0,0.0,2.0,3.0,96.0,0.0,1139.0
16,"Kanojo, Okarishimasu",10.0,19.2,7.79,4.0,76.0,2.0,44.0,61.0,187.0,0.0,1118.0
17,"Kanojo, Okarishimasu",10.0,8.6,8.6,3.0,20.0,0.0,2.0,2.0,27.0,0.0,512.0
18,"Kanojo, Okarishimasu",10.0,28.2,6.9,1.0,169.0,0.0,4.0,14.0,188.0,1.0,1847.0
19,"Kanojo, Okarishimasu",10.0,11.3,8.13,1.0,31.0,0.0,0.0,0.0,32.0,0.0,667.0
20,"Kanojo, Okarishimasu",10.0,68.4,6.17,8.0,72.0,2.0,4.0,5.0,91.0,0.0,4217.0
21,"Kanojo, Okarishimasu",10.0,163.3,6.46,22.0,441.0,13.0,61.0,139.0,676.0,0.0,9938.0
22,"Kanojo, Okarishimasu",10.0,6.3,6.73,2.0,27.0,0.0,1.0,1.0,31.0,0.0,454.0
23,"Kanojo, Okarishimasu",10.0,84.7,7.13,1.0,195.0,0.0,2.0,3.0,201.0,0.0,5034.0
24,"Kanojo, Okarishimasu",10.0,3.4,8.64,1.0,14.0,0.0,0.0,0.0,15.0,0.0,199.0
25,"Kanojo, Okarishimasu",10.0,68.7,8.26,4.0,219.0,27.0,34.0,93.0,377.0,0.0,4174.0
26,"Kanojo, Okarishimasu",10.0,28.5,8.02,3.0,43.0,1.0,0.0,0.0,47.0,0.0,1714.0
27,"Kanojo, Okarishimasu",10.0,62.7,7.78,29.0,158.0,7.0,18.0,6.0,218.0,0.0,3823.0
28,"Kanojo, Okarishimasu",10.0,44.9,6.38,5.0,103.0,0.0,0.0,0.0,108.0,0.0,2670.0
29,"Kanojo, Okarishimasu",10.0,87.7,8.19,1.0,143.0,2.0,21.0,13.0,180.0,3.0,5266.0
30,"Kanojo, Okarishimasu",10.0,30.1,5.73,9.0,127.0,0.0,2.0,0.0,138.0,0.0,1842.0
31,"Kanojo, Okarishimasu",10.0,153.5,7.53,7.0,426.0,61.0,6.0,212.0,712.0,38.0,9300.0
32,"Kanojo, Okarishimasu",10.0,89.6,6.56,1.0,225.0,4.0,11.0,19.0,260.0,0.0,5537.0
33,"Kanojo, Okarishimasu",10.0,29.5,9.54,9.0,121.0,0.0,1.0,9.0,140.0,0.0,1797.0
34,"Kanojo, Okarishimasu",10.0,8.6,7.6,5.0,41.0,0.0,1.0,19.0,66.0,0.0,474.0
0,Tenki no Ko,9.0,222.1,7.97,100.0,990.0,0.0,3.0,417.0,1510.0,8.0,13652.0
1,Tenki no Ko,9.0,92.6,8.64,290.0,418.0,56.0,16.0,627.0,1407.0,0.0,5820.0
2,Tenki no Ko,9.0,85.8,8.03,1.0,173.0,1.0,10.0,45.0,230.0,0.0,5072.0
3,Tenki no Ko,9.0,37.2,7.59,10.0,85.0,3.0,63.0,16.0,177.0,2.0,2227.0
4,Tenki no Ko,9.0,72.9,8.23,11.0,302.0,12.0,6.0,81.0,412.0,5.0,4341.0
5,Tenki no Ko,9.0,21.9,8.23,0.0,43.0,0.0,0.0,78.0,121.0,0.0,1304.0
6,Tenki no Ko,9.0,117.9,8.24,35.0,483.0,0.0,30.0,90.0,638.0,7.0,7139.0
7,Tenki no Ko,9.0,45.8,8.87,65.0,150.0,0.0,5.0,3.0,223.0,0.0,2720.0
8,Tenki no Ko,9.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
9,Tenki no Ko,9.0,65.1,7.07,3.0,137.0,0.0,0.0,0.0,140.0,0.0,3843.0
10,Tenki no Ko,9.0,2.1,7.82,3.0,8.0,1.0,1.0,0.0,13.0,0.0,115.0
11,Tenki no Ko,9.0,42.8,10.0,4.0,28.0,0.0,0.0,3.0,35.0,0.0,2583.0
12,Tenki no Ko,9.0,35.7,7.46,0.0,165.0,0.0,1.0,8.0,174.0,0.0,1972.0
13,Tenki no Ko,9.0,47.3,6.94,13.0,143.0,8.0,1.0,189.0,354.0,0.0,2887.0
14,Tenki no Ko,9.0,10.3,7.37,2.0,50.0,0.0,0.0,5.0,57.0,0.0,578.0
15,Tenki no Ko,9.0,33.4,8.22,2.0,68.0,0.0,0.0,0.0,70.0,0.0,2014.0
16,Tenki no Ko,9.0,49.9,7.26,2.0,76.0,0.0,0.0,0.0,78.0,0.0,3090.0
17,Tenki no Ko,9.0,3.7,7.83,0.0,18.0,0.0,0.0,0.0,18.0,0.0,209.0
18,Tenki no Ko,9.0,3.5,6.67,0.0,19.0,0.0,1.0,19.0,39.0,0.0,187.0
19,Tenki no Ko,9.0,45.8,6.29,2.0,156.0,6.0,123.0,62.0,349.0,0.0,2716.0
20,Tenki no Ko,9.0,89.6,6.56,1.0,225.0,4.0,11.0,19.0,260.0,0.0,5537.0
21,Tenki no Ko,9.0,44.2,8.53,13.0,161.0,4.0,4.0,81.0,263.0,0.0,2614.0
22,Tenki no Ko,9.0,13.9,8.8,0.0,45.0,0.0,0.0,6.0,51.0,0.0,810.0
23,Tenki no Ko,9.0,1.0,10.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,47.0
24,Tenki no Ko,9.0,4.5,6.33,0.0,30.0,0.0,0.0,0.0,30.0,0.0,260.0
25,Tenki no Ko,9.0,0.2,7.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0
26,Tenki no Ko,9.0,28.2,8.9,0.0,67.0,0.0,0.0,0.0,67.0,0.0,1684.0
27,Tenki no Ko,9.0,16.2,8.72,3.0,19.0,2.0,0.0,11.0,35.0,0.0,989.0
28,Tenki no Ko,9.0,57.5,8.64,6.0,93.0,4.0,0.0,25.0,128.0,0.0,3371.0
29,Tenki no Ko,9.0,24.2,9.34,10.0,53.0,1.0,2.0,29.0,95.0,2.0,1423.0
30,Tenki no Ko,9.0,82.2,7.81,1.0,200.0,0.0,0.0,2.0,203.0,0.0,4990.0
31,Tenki no Ko,9.0,20.4,8.82,4.0,48.0,0.0,1.0,0.0,53.0,0.0,1218.0
0,Ao Haru Ride,8.0,56.7,8.43,1.0,89.0,0.0,0.0,0.0,90.0,0.0,4475.0
1,Ao Haru Ride,8.0,1.7,9.9,3.0,7.0,0.0,0.0,1.0,11.0,0.0,104.0
2,Ao Haru Ride,8.0,27.3,9.15,2.0,55.0,0.0,0.0,7.0,64.0,0.0,1657.0
3,Ao Haru Ride,8.0,25.9,8.68,2.0,88.0,0.0,0.0,0.0,90.0,0.0,1537.0
4,Ao Haru Ride,8.0,28.6,7.95,4.0,43.0,0.0,0.0,4.0,51.0,0.0,1721.0
5,Ao Haru Ride,8.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
6,Ao Haru Ride,8.0,124.6,8.37,7.0,361.0,55.0,32.0,67.0,522.0,0.0,7532.0
7,Ao Haru Ride,8.0,42.0,8.04,3.0,97.0,13.0,3.0,15.0,131.0,0.0,2503.0
8,Ao Haru Ride,8.0,14.1,7.91,4.0,34.0,0.0,0.0,15.0,53.0,0.0,855.0
9,Ao Haru Ride,8.0,111.0,8.08,25.0,386.0,38.0,9.0,380.0,838.0,69.0,6739.0
10,Ao Haru Ride,8.0,29.8,9.77,2.0,94.0,18.0,0.0,41.0,155.0,0.0,1770.0
11,Ao Haru Ride,8.0,66.9,6.91,1.0,119.0,1.0,20.0,8.0,149.0,0.0,4039.0
12,Ao Haru Ride,8.0,20.3,8.33,4.0,52.0,1.0,4.0,1.0,62.0,0.0,1219.0
13,Ao Haru Ride,8.0,82.2,7.81,1.0,200.0,0.0,0.0,2.0,203.0,0.0,4990.0
14,Ao Haru Ride,8.0,101.4,7.27,0.0,288.0,0.0,0.0,1.0,289.0,0.0,6142.0
15,Ao Haru Ride,8.0,53.1,7.15,10.0,324.0,1.0,3.0,33.0,371.0,0.0,3191.0
16,Ao Haru Ride,8.0,94.0,7.29,5.0,440.0,0.0,0.0,17.0,462.0,0.0,5878.0
17,Ao Haru Ride,8.0,54.2,9.56,2.0,147.0,3.0,0.0,9.0,161.0,0.0,3354.0
0,Kimi ni Todoke,7.0,32.6,7.4,0.0,50.0,0.0,9.0,0.0,59.0,0.0,1987.0
1,Kimi ni Todoke,7.0,29.0,7.5,5.0,45.0,0.0,1.0,1.0,52.0,0.0,1760.0
2,Kimi ni Todoke,7.0,8.0,8.5,1.0,30.0,3.0,1.0,21.0,56.0,0.0,466.0
3,Kimi ni Todoke,7.0,110.1,6.95,1.0,292.0,0.0,0.0,2.0,295.0,0.0,6610.0
4,Kimi ni Todoke,7.0,12.3,9.41,1.0,52.0,0.0,0.0,10.0,63.0,0.0,753.0
5,Kimi ni Todoke,7.0,225.0,6.84,12.0,646.0,0.0,0.0,2.0,660.0,0.0,13457.0
6,Kimi ni Todoke,7.0,25.9,8.68,2.0,88.0,0.0,0.0,0.0,90.0,0.0,1537.0
7,Kimi ni Todoke,7.0,15.0,9.25,5.0,68.0,0.0,1.0,19.0,93.0,0.0,862.0
8,Kimi ni Todoke,7.0,32.9,7.13,7.0,121.0,8.0,19.0,19.0,174.0,0.0,2017.0
9,Kimi ni Todoke,7.0,119.3,5.92,3.0,386.0,4.0,4.0,148.0,545.0,116.0,6948.0
10,Kimi ni Todoke,7.0,54.7,7.84,17.0,189.0,2.0,5.0,28.0,241.0,0.0,3177.0
11,Kimi ni Todoke,7.0,21.8,7.42,16.0,29.0,0.0,7.0,18.0,70.0,0.0,1326.0
12,Kimi ni Todoke,7.0,104.3,7.33,7.0,245.0,1.0,0.0,47.0,300.0,0.0,6283.0
13,Kimi ni Todoke,7.0,20.9,7.22,4.0,64.0,0.0,2.0,24.0,94.0,0.0,1236.0
14,Kimi ni Todoke,7.0,21.4,7.95,7.0,64.0,4.0,0.0,141.0,216.0,0.0,1272.0
15,Kimi ni Todoke,7.0,275.6,7.75,19.0,1317.0,7.0,23.0,13.0,1379.0,8.0,17225.0
16,Kimi ni Todoke,7.0,250.3,5.86,12.0,688.0,1.0,18.0,59.0,778.0,77.0,15369.0
17,Kimi ni Todoke,7.0,70.4,7.61,3.0,243.0,2.0,3.0,10.0,261.0,29.0,4268.0
18,Kimi ni Todoke,7.0,47.3,9.67,3.0,141.0,0.0,21.0,22.0,187.0,0.0,2857.0
19,Kimi ni Todoke,7.0,150.1,5.5,14.0,491.0,0.0,0.0,250.0,755.0,44.0,8765.0
20,Kimi ni Todoke,7.0,23.5,9.23,9.0,107.0,0.0,0.0,17.0,133.0,0.0,1321.0
0,Yakusoku no Neverland 2nd Season,3.0,83.0,6.99,4.0,139.0,0.0,2.0,1.0,146.0,0.0,5000.0
1,Yakusoku no Neverland 2nd Season,3.0,99.2,7.27,80.0,312.0,0.0,37.0,11.0,440.0,0.0,6046.0
2,Yakusoku no Neverland 2nd Season,3.0,16.5,8.72,2.0,52.0,0.0,0.0,12.0,66.0,0.0,1000.0
3,Yakusoku no Neverland 2nd Season,3.0,32.6,7.81,12.0,100.0,4.0,2.0,11.0,129.0,0.0,2013.0
4,Yakusoku no Neverland 2nd Season,3.0,54.2,9.37,5.0,216.0,0.0,1.0,14.0,236.0,0.0,3581.0
5,Yakusoku no Neverland 2nd Season,3.0,24.1,8.37,2.0,87.0,0.0,0.0,63.0,152.0,0.0,1387.0
6,Yakusoku no Neverland 2nd Season,3.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
7,Yakusoku no Neverland 2nd Season,3.0,15.8,6.71,3.0,46.0,0.0,10.0,0.0,59.0,5.0,1034.0
8,Yakusoku no Neverland 2nd Season,3.0,10.3,7.95,15.0,37.0,0.0,0.0,20.0,72.0,0.0,621.0
9,Yakusoku no Neverland 2nd Season,3.0,123.0,7.24,4.0,184.0,1.0,20.0,16.0,225.0,0.0,7291.0
10,Yakusoku no Neverland 2nd Season,3.0,65.1,7.07,3.0,137.0,0.0,0.0,0.0,140.0,0.0,3843.0
11,Yakusoku no Neverland 2nd Season,3.0,10.9,8.63,9.0,50.0,6.0,8.0,14.0,87.0,0.0,658.0
12,Yakusoku no Neverland 2nd Season,3.0,5.3,9.74,1.0,24.0,0.0,0.0,20.0,45.0,0.0,308.0
13,Yakusoku no Neverland 2nd Season,3.0,4.9,7.16,1.0,17.0,0.0,1.0,7.0,26.0,0.0,293.0
14,Yakusoku no Neverland 2nd Season,3.0,210.6,7.26,27.0,356.0,14.0,19.0,4.0,420.0,22.0,12561.0
15,Yakusoku no Neverland 2nd Season,3.0,2.6,9.54,1.0,13.0,0.0,0.0,2.0,16.0,0.0,122.0
16,Yakusoku no Neverland 2nd Season,3.0,16.6,7.53,0.0,60.0,0.0,3.0,1.0,64.0,0.0,982.0
17,Yakusoku no Neverland 2nd Season,3.0,37.6,8.83,5.0,51.0,0.0,2.0,10.0,68.0,0.0,2279.0
18,Yakusoku no Neverland 2nd Season,3.0,55.9,7.32,3.0,142.0,0.0,0.0,0.0,145.0,0.0,3374.0
19,Yakusoku no Neverland 2nd Season,3.0,54.1,8.3,5.0,216.0,15.0,0.0,81.0,317.0,0.0,3315.0
20,Yakusoku no Neverland 2nd Season,3.0,40.9,8.31,5.0,94.0,1.0,1.0,63.0,164.0,0.0,2444.0
21,Yakusoku no Neverland 2nd Season,3.0,21.5,7.55,0.0,52.0,0.0,0.0,0.0,52.0,0.0,1302.0
22,Yakusoku no Neverland 2nd Season,3.0,68.4,6.17,8.0,72.0,2.0,4.0,5.0,91.0,0.0,4217.0
23,Yakusoku no Neverland 2nd Season,3.0,79.3,8.59,2.0,125.0,0.0,7.0,69.0,203.0,0.0,4844.0
24,Yakusoku no Neverland 2nd Season,3.0,48.2,7.63,20.0,143.0,306.0,0.0,670.0,1139.0,0.0,2854.0
25,Yakusoku no Neverland 2nd Season,3.0,44.6,9.99,1.0,138.0,0.0,0.0,1.0,140.0,0.0,2673.0
26,Yakusoku no Neverland 2nd Season,3.0,111.0,8.08,25.0,386.0,38.0,9.0,380.0,838.0,69.0,6739.0
27,Yakusoku no Neverland 2nd Season,3.0,50.1,8.6,3.0,97.0,0.0,0.0,2.0,102.0,0.0,2999.0
28,Yakusoku no Neverland 2nd Season,3.0,6.9,7.63,0.0,16.0,0.0,0.0,0.0,16.0,0.0,422.0
29,Yakusoku no Neverland 2nd Season,3.0,89.6,6.56,1.0,225.0,4.0,11.0,19.0,260.0,0.0,5537.0
30,Yakusoku no Neverland 2nd Season,3.0,50.7,7.35,2.0,88.0,0.0,0.0,17.0,107.0,0.0,2997.0
31,Yakusoku no Neverland 2nd Season,3.0,19.9,9.22,13.0,36.0,0.0,0.0,39.0,88.0,0.0,1189.0
32,Yakusoku no Neverland 2nd Season,3.0,11.1,7.77,1.0,46.0,3.0,1.0,71.0,122.0,0.0,660.0
33,Yakusoku no Neverland 2nd Season,3.0,4.7,8.2,2.0,19.0,0.0,3.0,22.0,46.0,0.0,282.0
34,Yakusoku no Neverland 2nd Season,3.0,11.4,7.05,7.0,84.0,0.0,0.0,37.0,128.0,0.0,717.0
35,Yakusoku no Neverland 2nd Season,3.0,42.6,8.09,0.0,102.0,0.0,0.0,0.0,102.0,0.0,2573.0
36,Yakusoku no Neverland 2nd Season,3.0,44.9,6.38,5.0,103.0,0.0,0.0,0.0,108.0,0.0,2670.0
37,Yakusoku no Neverland 2nd Season,3.0,56.2,8.4,3.0,145.0,3.0,2.0,0.0,153.0,0.0,3292.0
0,Neon Genesis Evangelion: The End of Evangelion,10.0,19.0,9.41,2.0,34.0,0.0,0.0,58.0,94.0,0.0,1166.0
1,Neon Genesis Evangelion: The End of Evangelion,10.0,50.9,8.39,10.0,186.0,0.0,0.0,1.0,197.0,0.0,2958.0
2,Neon Genesis Evangelion: The End of Evangelion,10.0,24.9,8.02,4.0,92.0,2.0,6.0,50.0,154.0,0.0,1469.0
3,Neon Genesis Evangelion: The End of Evangelion,10.0,35.1,7.31,3.0,60.0,0.0,4.0,2.0,69.0,0.0,2099.0
4,Neon Genesis Evangelion: The End of Evangelion,10.0,7.9,8.76,1.0,21.0,0.0,0.0,19.0,41.0,0.0,454.0
5,Neon Genesis Evangelion: The End of Evangelion,10.0,9.2,6.57,0.0,31.0,2.0,9.0,5.0,47.0,0.0,519.0
6,Neon Genesis Evangelion: The End of Evangelion,10.0,89.4,8.72,7.0,154.0,1.0,1.0,18.0,181.0,0.0,5345.0
7,Neon Genesis Evangelion: The End of Evangelion,10.0,58.0,8.26,279.0,5.0,0.0,0.0,0.0,284.0,0.0,3664.0
8,Neon Genesis Evangelion: The End of Evangelion,10.0,3.3,8.71,1.0,13.0,2.0,1.0,14.0,31.0,0.0,175.0
9,Neon Genesis Evangelion: The End of Evangelion,10.0,1.1,9.5,0.0,4.0,0.0,0.0,0.0,4.0,0.0,63.0
10,Neon Genesis Evangelion: The End of Evangelion,10.0,13.6,8.81,1.0,26.0,0.0,0.0,3.0,30.0,0.0,774.0
11,Neon Genesis Evangelion: The End of Evangelion,10.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
12,Neon Genesis Evangelion: The End of Evangelion,10.0,56.6,7.9,3.0,96.0,1.0,3.0,19.0,122.0,20.0,3373.0
13,Neon Genesis Evangelion: The End of Evangelion,10.0,17.6,8.61,0.0,28.0,0.0,0.0,36.0,64.0,0.0,1031.0
14,Neon Genesis Evangelion: The End of Evangelion,10.0,19.5,7.41,1.0,66.0,0.0,0.0,6.0,73.0,0.0,1123.0
15,Neon Genesis Evangelion: The End of Evangelion,10.0,5.3,8.86,2.0,12.0,0.0,0.0,2.0,16.0,0.0,311.0
16,Neon Genesis Evangelion: The End of Evangelion,10.0,6.2,8.72,1.0,17.0,0.0,0.0,0.0,18.0,0.0,369.0
17,Neon Genesis Evangelion: The End of Evangelion,10.0,35.1,8.27,3.0,19.0,0.0,0.0,63.0,85.0,6.0,2134.0
18,Neon Genesis Evangelion: The End of Evangelion,10.0,9.6,7.59,1.0,27.0,0.0,0.0,10.0,38.0,0.0,554.0
19,Neon Genesis Evangelion: The End of Evangelion,10.0,79.3,7.21,8.0,92.0,3.0,4.0,7.0,114.0,0.0,4761.0
20,Neon Genesis Evangelion: The End of Evangelion,10.0,2.5,8.36,2.0,10.0,0.0,0.0,0.0,12.0,0.0,131.0
21,Neon Genesis Evangelion: The End of Evangelion,10.0,21.1,9.19,6.0,37.0,0.0,2.0,7.0,52.0,0.0,1255.0
22,Neon Genesis Evangelion: The End of Evangelion,10.0,16.5,7.58,0.0,37.0,0.0,6.0,1.0,44.0,0.0,928.0
23,Neon Genesis Evangelion: The End of Evangelion,10.0,40.0,7.24,6.0,67.0,31.0,0.0,144.0,248.0,0.0,2381.0
24,Neon Genesis Evangelion: The End of Evangelion,10.0,153.5,7.27,2.0,601.0,3.0,32.0,22.0,660.0,21.0,9129.0
25,Neon Genesis Evangelion: The End of Evangelion,10.0,59.9,7.08,18.0,225.0,20.0,12.0,117.0,392.0,1.0,3503.0
26,Neon Genesis Evangelion: The End of Evangelion,10.0,56.2,8.4,3.0,145.0,3.0,2.0,0.0,153.0,0.0,3292.0
27,Neon Genesis Evangelion: The End of Evangelion,10.0,10.7,7.24,2.0,40.0,3.0,2.0,0.0,47.0,0.0,636.0
28,Neon Genesis Evangelion: The End of Evangelion,10.0,43.0,8.26,2.0,57.0,0.0,1.0,41.0,101.0,38.0,2561.0
29,Neon Genesis Evangelion: The End of Evangelion,10.0,0.0,9.23,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
30,Neon Genesis Evangelion: The End of Evangelion,10.0,20.2,7.39,0.0,73.0,3.0,3.0,249.0,328.0,0.0,1208.0
31,Neon Genesis Evangelion: The End of Evangelion,10.0,29.8,9.77,2.0,94.0,18.0,0.0,41.0,155.0,0.0,1770.0
32,Neon Genesis Evangelion: The End of Evangelion,10.0,54.3,7.93,4.0,141.0,9.0,3.0,30.0,187.0,0.0,3235.0
33,Neon Genesis Evangelion: The End of Evangelion,10.0,17.2,8.31,2.0,25.0,1.0,0.0,18.0,46.0,0.0,994.0
34,Neon Genesis Evangelion: The End of Evangelion,10.0,26.8,8.39,16.0,64.0,0.0,2.0,27.0,109.0,0.0,1676.0
35,Neon Genesis Evangelion: The End of Evangelion,10.0,9.5,8.23,15.0,31.0,0.0,0.0,11.0,57.0,0.0,526.0
36,Neon Genesis Evangelion: The End of Evangelion,10.0,0.7,9.33,1.0,3.0,0.0,0.0,3.0,7.0,0.0,38.0
37,Neon Genesis Evangelion: The End of Evangelion,10.0,74.5,7.12,4.0,303.0,3.0,12.0,20.0,342.0,0.0,4490.0
38,Neon Genesis Evangelion: The End of Evangelion,10.0,99.8,7.63,3.0,307.0,2.0,7.0,226.0,545.0,0.0,5980.0
39,Neon Genesis Evangelion: The End of Evangelion,10.0,13.4,8.76,0.0,45.0,0.0,0.0,1.0,46.0,0.0,763.0
40,Neon Genesis Evangelion: The End of Evangelion,10.0,3.6,9.4,0.0,25.0,0.0,0.0,0.0,25.0,0.0,176.0
41,Neon Genesis Evangelion: The End of Evangelion,10.0,57.3,8.5,6.0,134.0,1.0,8.0,2.0,151.0,2.0,3418.0
42,Neon Genesis Evangelion: The End of Evangelion,10.0,44.3,7.06,7.0,181.0,7.0,4.0,15.0,214.0,0.0,2673.0
43,Neon Genesis Evangelion: The End of Evangelion,10.0,22.5,7.19,0.0,72.0,0.0,2.0,28.0,102.0,0.0,1293.0
0,5-toubun no Hanayome,9.0,0.0,8.0,0.0,8.0,0.0,0.0,3.0,11.0,0.0,36.0
1,5-toubun no Hanayome,9.0,10.2,6.8,1.0,45.0,0.0,1.0,4.0,51.0,0.0,658.0
2,5-toubun no Hanayome,9.0,77.2,8.58,9.0,119.0,30.0,3.0,75.0,236.0,0.0,4668.0
3,5-toubun no Hanayome,9.0,20.0,6.72,4.0,63.0,1.0,9.0,34.0,111.0,0.0,1255.0
4,5-toubun no Hanayome,9.0,92.2,7.78,1.0,198.0,4.0,0.0,1.0,204.0,0.0,5424.0
5,5-toubun no Hanayome,9.0,9.5,9.4,1.0,61.0,0.0,2.0,0.0,64.0,0.0,569.0
6,5-toubun no Hanayome,9.0,149.6,6.9,0.0,474.0,26.0,105.0,253.0,858.0,0.0,9191.0
7,5-toubun no Hanayome,9.0,29.6,7.64,16.0,85.0,19.0,3.0,152.0,275.0,2.0,1749.0
8,5-toubun no Hanayome,9.0,79.8,6.76,6.0,173.0,8.0,0.0,5.0,192.0,38.0,4980.0
9,5-toubun no Hanayome,9.0,6.7,9.38,0.0,54.0,0.0,1.0,0.0,55.0,0.0,426.0
10,5-toubun no Hanayome,9.0,6.1,9.0,3.0,4.0,0.0,0.0,0.0,7.0,0.0,365.0
11,5-toubun no Hanayome,9.0,76.1,6.63,10.0,112.0,22.0,1.0,64.0,209.0,89.0,4619.0
12,5-toubun no Hanayome,9.0,27.6,7.38,5.0,82.0,1.0,1.0,1.0,90.0,0.0,1640.0
13,5-toubun no Hanayome,9.0,62.7,7.78,29.0,158.0,7.0,18.0,6.0,218.0,0.0,3823.0
14,5-toubun no Hanayome,9.0,4.7,9.4,3.0,20.0,0.0,0.0,2.0,25.0,0.0,274.0
15,5-toubun no Hanayome,9.0,31.3,8.49,3.0,82.0,2.0,0.0,79.0,166.0,0.0,1853.0
16,5-toubun no Hanayome,9.0,48.0,6.46,0.0,186.0,0.0,23.0,12.0,221.0,0.0,2848.0
17,5-toubun no Hanayome,9.0,58.0,8.26,279.0,5.0,0.0,0.0,0.0,284.0,0.0,3664.0
18,5-toubun no Hanayome,9.0,75.6,7.77,5.0,87.0,0.0,0.0,0.0,92.0,0.0,4566.0
19,5-toubun no Hanayome,9.0,136.0,5.68,29.0,466.0,3.0,255.0,124.0,877.0,0.0,8192.0
20,5-toubun no Hanayome,9.0,70.4,7.61,3.0,243.0,2.0,3.0,10.0,261.0,29.0,4268.0
21,5-toubun no Hanayome,9.0,65.1,7.07,3.0,137.0,0.0,0.0,0.0,140.0,0.0,3843.0
22,5-toubun no Hanayome,9.0,19.5,8.17,0.0,30.0,0.0,0.0,1.0,31.0,0.0,1185.0
23,5-toubun no Hanayome,9.0,40.8,8.03,4.0,75.0,0.0,0.0,4.0,83.0,0.0,2445.0
24,5-toubun no Hanayome,9.0,15.7,7.7,5.0,58.0,16.0,25.0,15.0,119.0,0.0,925.0
25,5-toubun no Hanayome,9.0,52.1,7.37,18.0,87.0,4.0,1.0,3.0,113.0,0.0,3146.0
26,5-toubun no Hanayome,9.0,62.9,7.61,6.0,80.0,1.0,0.0,2.0,89.0,0.0,3752.0
